candidate_id,doc_id,source_pdf,page_idx,figure_count,mode,figure_family,difficulty,classification_confidence,classification_reason,overlay_path,figures_path,page_dir
c_0094,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,12,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_012/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_012/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_012
c_0095,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,13,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_013/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_013/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_013
c_0096,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,14,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_014/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_014/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_014
c_0097,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,15,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_015/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_015/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_015
c_0098,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,16,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_016/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_016/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_016
c_0099,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,17,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_017/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_017/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_017
c_0100,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,18,1,agfc,vector_dominant,control,0.7,vector_only=9,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_018/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_018/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_018
c_0101,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,19,1,agfc,vector_dominant,control,0.7,vector_only=6,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_019/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_019/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_019
c_0102,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,20,1,agfc,vector_dominant,control,0.7,vector_only=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_020/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_020/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_020
c_0103,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,21,1,agfc,vector_dominant,control,0.7,vector_only=9,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_021/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_021/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_021
c_0104,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,22,1,agfc,vector_dominant,control,0.7,vector_only=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_022/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_022/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_022
c_0105,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,23,1,agfc,vector_dominant,control,0.7,vector_only=8,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_023/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_023/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_023
c_0106,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,24,1,agfc,vector_dominant,control,0.7,vector_only=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_024/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_024/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_024
c_0107,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,25,1,agfc,vector_dominant,control,0.7,vector_only=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_025/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_025/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_025
c_0108,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,26,1,agfc,vector_dominant,control,0.7,vector_only=6,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_026/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_026/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_026
c_0109,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,27,1,agfc,vector_dominant,control,0.7,vector_only=8,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_027/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_027/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_027
c_0110,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,28,1,agfc,vector_dominant,control,0.7,vector_only=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_028/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_028/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_028
c_0111,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,29,1,agfc,vector_dominant,control,0.7,vector_only=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_029/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_029/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_029
c_0112,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,30,1,agfc,vector_dominant,control,0.7,vector_only=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_030/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_030/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_030
c_0113,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,31,1,agfc,vector_dominant,control,0.7,vector_only=6,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_031/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_031/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_031
c_0114,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,32,1,agfc,vector_dominant,control,0.7,vector_only=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_032/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_032/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_032
c_0115,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,33,1,agfc,compound_multi_panel,control,0.65,vector=3;raster=7;high_panel_count=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_033/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_033/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_033
c_0116,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,34,1,agfc,compound_multi_panel,control,0.65,vector=3;raster=7;high_panel_count=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_034/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_034/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_034
c_0117,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,35,1,agfc,compound_multi_panel,control,0.65,vector=3;raster=7;high_panel_count=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_035/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_035/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_035
c_0118,08_2603_25804v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2603_25804v1.pdf,36,1,agfc,compound_multi_panel,control,0.65,vector=3;raster=7;high_panel_count=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_036/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_036/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/08_2603_25804v1/pages/page_036
c_0119,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,0,1,agfc,route_map_or_flow,stress,0.65,vector=3;raster=8;flow_keyword_detected;many_panels=6,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_000
c_0120,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,1,1,agfc,route_map_or_flow,control,0.65,vector=5;raster=6;flow_keyword_detected,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_001
c_0121,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,2,1,agfc,route_map_or_flow,stress,0.65,raster_multi_panel=5;figs=1;flow_keyword_detected;many_panels=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_002
c_0122,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,3,1,agfc,route_map_or_flow,control,0.6,raster_single=1;flow_keyword_detected,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_003
c_0123,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,4,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_004/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_004/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_004
c_0124,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,5,1,agfc,vector_dominant,control,0.7,vector_only=3,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_005/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_005/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_005
c_0125,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,6,1,agfc,route_map_or_flow,stress,0.7,vector_only=10;flow_keyword_detected;dense_page_with_caption;atoms=69;many_panels=7,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_006/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_006/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_006
c_0126,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,7,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_007/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_007/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_007
c_0127,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,8,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_008/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_008/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_008
c_0128,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,9,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_009/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_009/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_009
c_0129,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,10,1,agfc,mixed_vector_raster,control,0.4,raster_single=9,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_010/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_010/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_010
c_0130,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,11,2,agfc,compound_multi_panel,hard,0.65,raster_multi_panel=3;figs=2;multi_figure_page=2,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_011/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_011/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_011
c_0131,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,12,1,agfc,mixed_vector_raster,control,0.4,raster_single=15,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_012/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_012/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_012
c_0132,09_1604_06646v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/1604_06646v1.pdf,13,2,agfc,compound_multi_panel,stress,0.65,raster_multi_panel=14;figs=2;multi_figure_page=2;many_panels=14,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_013/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_013/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/09_1604_06646v1/pages/page_013
c_0133,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,0,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_000
c_0134,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,1,1,agfc,mixed_vector_raster,control,0.4,raster_single=1,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_001
c_0135,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,2,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_002
c_0136,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,3,2,agfc,compound_multi_panel,hard,0.65,raster_multi_panel=2;figs=2;multi_figure_page=2,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_003
c_0137,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,4,2,agfc,compound_multi_panel,hard,0.65,raster_multi_panel=3;figs=2;multi_figure_page=2,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_004/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_004/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_004
c_0138,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,5,2,agfc,compound_multi_panel,hard,0.65,raster_multi_panel=2;figs=2;multi_figure_page=2,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_005/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_005/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_005
c_0139,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,6,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_006/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_006/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_006
c_0140,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,7,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_007/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_007/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_007
c_0141,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,8,2,agfc,compound_multi_panel,hard,0.65,raster_multi_panel=2;figs=2;multi_figure_page=2,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_008/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_008/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_008
c_0142,10_2010_09525v1,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2010_09525v1.pdf,9,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_009/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_009/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/10_2010_09525v1/pages/page_009
c_0143,11_2312_00784v2,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2312_00784v2.pdf,0,1,agfc,compound_multi_panel,stress,0.65,vector=6;raster=7;high_panel_count=5;many_panels=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_000
c_0144,11_2312_00784v2,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2312_00784v2.pdf,1,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_001
c_0145,11_2312_00784v2,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2312_00784v2.pdf,2,1,agfc,compound_multi_panel,stress,0.65,vector=7;raster=7;high_panel_count=8;many_panels=8,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_002
c_0146,11_2312_00784v2,data/private/journalmix_v1/source_pdfs/mixed_vector_raster/2312_00784v2.pdf,3,1,agfc,compound_multi_panel,stress,0.65,raster_multi_panel=5;figs=1;many_panels=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/11_2312_00784v2/pages/page_003
